assessmentId,internalTaxonId,scientificName,LiteratureMass,MassMesurement,MassSource,Remove,redlistCategory,redlistCriteria,yearPublished,assessmentDate,criteriaVersion,language,rationale,habitat,threats,citation,uncertainty,specificity,population,populationTrend,negation,SuperArchipelago,Archipelago,ArchipelagoPreviouslyInhabited,ArchipelagoColonised,Location,LocationColonised,LocationPreviouslyInhabited,WeigeltID,Mass,NewColony,Island,LakeSpring ,range,useTrade,systems,conservationActions,realm,yearLastSeen,yearLastSeen_cleaned,possiblyExtinct,possiblyExtinctInTheWild,scopes,z,scientificName_1,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes,Edit notes,References,GBIFSpecies,Genus,Mass_mean,Mass_sources,Genus_1,Genus_mass_mean,Genus_mass_sources,Mean_Body_Mass_Heinen_gram,EstimatedMass,colonised,isisland,wasuninhabited,Long,Lat,CountryISO,Country,Archip,Island_1,Gazetteer,Name_ID,Name_long,Name_lat,No_names,Name_dist,Name_meth,Name_alt,Area,Dist,SLMP,GMMC,Elev,Temp,varT,CCVT,Prec,varP,SRML,SR_GAM,SR_SE_GAM,SR_GLM,SR_SE_GLM,Buffer,Modeled_T,PAMnAE,PAMall,PAMclim,PAMgeo,UPGMAnoAE,UPGMAall,UPGMAclim,UPGMAgeo,PCAnEAPC1,PCAnEAPC2,PCAnEAPC3,PCAnEAPC4,PCAnEAPC5,PCAnEAPC6,PCAnEAPC7,PCAnEAPC8,PCAallPC1,PCAallPC2,PCAallPC3,PCAallPC4,PCAallPC5,PCAallPC6,PCAallPC7,PCAallPC8,PCAallPC9,PCAallPC10,PCAcliPC1,PCAcliPC2,PCAcliPC3,PCAcliPC4,PCAgeoPC1,PCAgeoPC2,PCAgeoPC3,PCAgeoPC4,PCAgeoPC5
22388029,136540,Oryzomys antillarum,,,,,Extinct,,2017,2017-08-22 00:00:00 UTC,3.1,English,This species is listed as Extinct because it has not been recorded since the year 1877.,The habitats and ecology of this species are not known.,The species likely became extinct following the introduction of mongoose. It was last recorded five years after the introduction of mongoose to Jamaica.,No,Yes,5 Specific description,The species is now Extinct.,,,West Indies,West Indies,Yes,1492,Jamaica,1509,Yes,11801,69.3,Yes,Yes,,This species was known from Jamaica.,,Terrestrial,Conservation actions are not applicable to this species as it is already extinct.,Neotropical,1877,1877,false,false,Global,Oryzomys couesi,Oryzomys antillarum,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Oryzomys,antillarum,,,,,"Thomas, 1898","This is often regarded as a synonym or subspecies of the mainland <i>Oryzomys couesi</i> (Wilson and Reeder 2005). Following Weksler <i>et al</i>. (2006), it is maintained here as a valid species.",,,Oryzomys couesi,Oryzomys,69.295,"(:pantheria, :elton_mammal)",Oryzomys,58.78558139534883,"((:elton_mammal, :pantheria), (:elton_mammal, :pantheria), (:elton_mammal, :pantheria), (:elton_mammal, :pantheria), (:elton_mammal, :pantheria), (:elton_mammal, :pantheria), (:pantheria, :elton_mammal), (:pantheria, :elton_mammal), (:pantheria, :elton_mammal), (:pantheria, :elton_mammal), (:pantheria, :elton_mammal), (:pantheria, :elton_mammal), (:pantheria, :elton_mammal), (:elton_mammal, :pantheria), (:elton_mammal, :pantheria), (:elton_mammal, :pantheria), (:pantheria, :elton_mammal), (:elton_mammal, :pantheria), (:elton_mammal, :pantheria), (:elton_mammal, :pantheria), (:elton_mammal, :pantheria), (:elton_mammal, :pantheria), (:pantheria, :elton_mammal), (:pantheria, :elton_mammal), (:elton_mammal, :pantheria), (:pantheria, :elton_mammal), (:pantheria, :elton_mammal), (:pantheria, :elton_mammal), (:pantheria, :elton_mammal), (:pantheria, :elton_mammal), (:pantheria, :elton_mammal), (:elton_mammal, :pantheria), (:pantheria, :elton_mammal), (:pantheria, :elton_mammal), (:elton_mammal, :pantheria), (:pantheria, :elton_mammal), (:pantheria, :elton_mammal), (:pantheria, :elton_mammal), (:pantheria, :elton_mammal), (:pantheria, :elton_mammal), (:pantheria, :elton_mammal), (:elton_mammal, :pantheria), (:elton_mammal, :pantheria))",,69.295,1509,true,false,-77.310484,18.157071,JAM,Jamaica,West Indies,Jamaica,gns,-3752351,-77.5,18.25,8,22.54,insideclosest,Punch Island; Bore Island; Woods Island; Santa Maria Island; Dolphin Island; Frenchman Island; Christmas Island,10992.98,712.23,0.396,0,2097,26.7,8.9,1.672,3017,26,3819.64,2520.23,507.48,2163.49,298.39,0,0,3,3,3,3,2,2,2,2,-0.283,-0.079,0.001,-0.141,-0.12,0.104,-0.11,0.137,-0.377,0.092,-0.466,0.076,-0.277,0.066,0.078,0.017,0.28,-0.108,-0.159,-0.088,0.026,-0.068,-0.351,0.377,0.148,0.19,-0.209
17976302,136515,Xenothrix mcgregori,3000.0,Estimated from dentition by Horovitz,Horovitz 2004,,Extinct,,2021,2021-02-10 00:00:00 UTC,3.1,English,"<p>The Jamaican Monkey is assessed as Extinct. It is known exclusively from subfossil specimens discovered at several localities in Jamaica. Its disappearance date is uncertain. Sir Hans Sloane (1707–1725) mentioned the presence of monkeys on the north coast of Jamaica, but thought they had come from Africa. One recent estimate based on radiocarbon dated fossils suggests that <em>Xenothrix</em> became extinct ~900 bp (1100 CE), possibly at a time when Jamaica was first occupied by humans (Cooke <em>et al</em>. 2018).</p>","<p><em>Xenothrix mcgregori</em> is known only as a fossil taxon. It was most probably a frugivore. Several features of the known limb skeleton suggest a slow quadrupedal locomotor style that has no evident counterpart among extant platyrrhines, but was possibly somewhat convergent on sloths (MacPhee and Fleagle 1991).</p>",The reasons for the extinction of this species are not known.,No,Yes,"2 Extinction cause specied as unknown, or similar.",<p>This species is now Extinct. There are no observations of the monkey in life and all dated fossils are considerably older than 1500 CE.</p>,,,West Indies,West Indies,Yes,1492,Jamaica,1509,Yes,11801,,Yes,Yes,,"<p>The type site of the Jamaican Monkey is Long Mile Cave on the island’s north coast (Williams and Koopman 1952). Additional cranial and postcranial material attributed to <em>Xenothrix</em> has also been recovered from caves in southern Jamaica, suggesting an islandwide distribution (MacPhee and Fleagle 1991, MacPhee and Horovitz 2004).</p>",,Terrestrial,No conservation actions are required for this Extinct species.,Neotropical,around 1700,1700,false,false,Global,Xenothrix mcgregori,Xenothrix mcgregori,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,PITHECIIDAE,Xenothrix,mcgregori,,,,,"Williams &amp; Koopman, 1952","Previously included in its own monotypic family (Xenothricidae, Hershkovitz 1970, MacPhee and Fleagle 1991), current morphological and molecular evidence indicate that this species is closely related to members of tribe Callitrichini in the family Pitheciidae (MacPhee and Horovitz 2004, Woods <em>et al</em>. 2018).",,,Xenothrix mcgregori,Xenothrix,,,,,,,3000.0,1509,true,false,-77.310484,18.157071,JAM,Jamaica,West Indies,Jamaica,gns,-3752351,-77.5,18.25,8,22.54,insideclosest,Punch Island; Bore Island; Woods Island; Santa Maria Island; Dolphin Island; Frenchman Island; Christmas Island,10992.98,712.23,0.396,0,2097,26.7,8.9,1.672,3017,26,3819.64,2520.23,507.48,2163.49,298.39,0,0,3,3,3,3,2,2,2,2,-0.283,-0.079,0.001,-0.141,-0.12,0.104,-0.11,0.137,-0.377,0.092,-0.466,0.076,-0.277,0.066,0.078,0.017,0.28,-0.108,-0.159,-0.088,0.026,-0.068,-0.351,0.377,0.148,0.19,-0.209
129654803,22708835,Turdus ravidus,,,,,Extinct,,2018,2016-10-01 00:00:00 UTC,3.1,English,"This species was known from the island of Grand Cayman, but it has been driven to extinction by logging of its forest habitat. The last sight records date from 1938, and it was definitely Extinct by 1965.","Its habitat was dense ""knife-edged coral-rock, swamp, and mangroves, with patches here and there of the poisonous manchineel tree and of climbing cactus"" (Savage English 1916). <p></p>",It presumably declined as the island's habitat was progressively cleared<strong> </strong>(Johnston 1969).  <p></p>,Yes,Yes,5 Specific description,No extant population remains.,,,West Indies,Cayman Islands,No,1734,Grand Cayman,,,11898,,Yes,Yes,,"<em>Turdus ravidus </em>is known from four collections (21 specimens in total) from Grand Cayman, <strong>Cayman Islands (to UK)</strong>. The last specimens were collected (by Brown) in 1911 (Bangs 1916), and the last sight record (by Lewis) was in 1938<strong> </strong>(Johnston 1969). It was extinct by 1965 (Bradley 2000).<br/><p></p>",,Terrestrial,,Neotropical,1938,1938,false,false,Global,Turdus ravidus,Turdus ravidus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,ravidus,,,,,"(Cory, 1886)",,,,Turdus ravidus,Turdus,,,,75.9403471107544,"((:avonet,), (:avonet, :elton_bird), (:avonet, :elton_bird), (:avonet, :elton_bird), (:avonet,), (:avonet,), (:avonet,), (:avonet, :elton_bird), (:avonet,), (:avonet, :elton_bird), (:avonet, :elton_bird, :frugivores, :frugivores, :frugivores), (:avonet, :elton_bird), (:avonet, :elton_bird), (:avonet, :elton_bird), (:elton_bird, :avonet), (:avonet, :elton_bird), (:avonet,), (:elton_bird,), (:avonet,), (:elton_bird, :avonet), (:avonet,), (:avonet,), (:elton_bird, :avonet), (:avonet, :elton_bird), (:avonet, :elton_bird), (:avonet, :elton_bird), (:avonet, :elton_bird), (:avonet, :elton_bird), (:avonet, :elton_bird), (:elton_bird, :avonet), (:avonet, :elton_bird), (:elton_bird, :avonet), (:avonet, :elton_bird), (:elton_bird, :avonet), (:avonet, :elton_bird), (:avonet, :elton_bird), (:avonet, :elton_bird), (:elton_bird, :avonet), (:elton_bird, :avonet), (:avonet, :elton_bird), (:avonet, :elton_bird), (:avonet, :elton_bird), (:avonet,), (:elton_bird,), (:avonet, :elton_bird), (:avonet, :elton_bird), (:avonet,), (:avonet, :elton_bird), (:avonet,), (:avonet, :elton_bird), (:frugivores, :frugivores, :frugivores, :frugivores, :frugivores, :frugivores, :frugivores, :frugivores, :frugivores, :frugivores, :frugivores, :frugivores, :avonet, :elton_bird), (:avonet, :elton_bird), (:elton_bird,), (:elton_bird, :avonet), (:avonet, :elton_bird), (:avonet, :elton_bird), (:avonet,), (:elton_bird, :avonet), (:avonet, :elton_bird), (:avonet, :elton_bird), (:elton_bird, :avonet), (:elton_bird, :avonet), (:avonet, :elton_bird), (:avonet, :elton_bird), (:avonet, :elton_bird), (:avonet, :elton_bird), (:avonet, :elton_bird), (:avonet, :elton_bird), (:avonet, :elton_bird), (:avonet, :elton_bird, :frugivores, :frugivores, :frugivores, :frugivores, :frugivores, :frugivores, :frugivores, :frugivores, :frugivores, :frugivores, :frugivores, :frugivores, :frugivores, :frugivores), (:avonet, :elton_bird), (:avonet,), (:avonet,), (:avonet, :elton_bird), (:elton_bird, :avonet), (:avonet, :elton_bird), (:avonet, :elton_bird), (:avonet, :elton_bird), (:avonet,), (:avonet, :elton_bird), (:avonet,), (:avonet,), (:avonet, :elton_bird), (:elton_bird, :avonet), (:avonet, :elton_bird), (:avonet, :elton_bird), (:elton_bird, :avonet), (:elton_bird, :avonet), (:avonet,))",,75.9403471107544,1734,true,true,-81.243946,19.318442,CYM,Cayman Islands,West Indies,Grand Cayman,gns,-1187468,-81.25,19.333333,2,1.77,insideclosest,Duck Pond Cay,202.62,504.19,0.458,0,17,26.5,11.2,9.502,1409,56,3819.64,450.58,91.04,372.98,48.04,0,0,3,3,2,3,2,2,1,4,-0.187,-0.092,-0.156,0.138,-0.075,-0.002,-0.141,0.007,-0.213,0.098,-0.058,0.202,-0.314,-0.052,-0.01,0.092,0.28,0.051,-0.091,0.059,-0.132,0.017,-0.232,0.046,0.157,0.228,-0.207
22388135,15583,Oryzomys nelsoni,,,,,Extinct,,2017,2017-08-24 00:00:00 UTC,3.1,English,This species is listed as Extinct as it has not been found in recent years despite surveys. It was only known from a few records in the marsh areas of the high central part of Maria Madre Island. It was last recorded in 1897.,"This species occurred in damp areas near springs and close to the summit of Maria Madre. This habitat has abundant herbaceous vegetation in the undergrowth (Alvarez-Castañeda and Mendez 2003).  <br/><br/>Nelson’s Rice Rat may have fed on seeds, fruits, weeds, and occasionally small fish and invertebrates (Alvarez-Castañeda and Mendez 2003).",The extinction of the species may have been caused by <em>Rattus rattus</em> (Wilson 1991 in Alvarez-Castañeda and Mendez 2003).,Yes,Yes,6 Clear justification of specific extinction cause,"This species is known only by the four specimens of the type series. After extensive trapping that produced only a few specimens, <em>O. nelsoni</em> was believed to be rare (Nelson 1899 in Alvarez-Castañeda and Mendez 2003). More recent trapping in the type locality revealed only <em>Rattus rattus</em> (Wilson 1991 in Alvarez-Castañeda and Mendez 2003), and this species is currently considered extinct (IUCN 2006).",,,Indian Ocean,Mary Islands,No,1905,Isla Maria Madre,1905,No,12518,57.93,Yes,Yes,,"This species is known only from the type locality in Nayarit State, México: María Madre Island (Musser and Carleton 2005).",,Terrestrial,Conservation actions are not applicable to this species as it is already extinct.,Nearctic,1897,1897,false,false,Global,Oryzomys nelsoni,Oryzomys nelsoni,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Oryzomys,nelsoni,,,,,"Merriam, 1898",Will be transferred to family Cricetidae.,,,Oryzomys nelsoni,Oryzomys,57.93,"(:pantheria, :elton_mammal)",Oryzomys,58.78558139534883,"((:elton_mammal, :pantheria), (:elton_mammal, :pantheria), (:elton_mammal, :pantheria), (:elton_mammal, :pantheria), (:elton_mammal, :pantheria), (:elton_mammal, :pantheria), (:pantheria, :elton_mammal), (:pantheria, :elton_mammal), (:pantheria, :elton_mammal), (:pantheria, :elton_mammal), (:pantheria, :elton_mammal), (:pantheria, :elton_mammal), (:pantheria, :elton_mammal), (:elton_mammal, :pantheria), (:elton_mammal, :pantheria), (:elton_mammal, :pantheria), (:pantheria, :elton_mammal), (:elton_mammal, :pantheria), (:elton_mammal, :pantheria), (:elton_mammal, :pantheria), (:elton_mammal, :pantheria), (:elton_mammal, :pantheria), (:pantheria, :elton_mammal), (:pantheria, :elton_mammal), (:elton_mammal, :pantheria), (:pantheria, :elton_mammal), (:pantheria, :elton_mammal), (:pantheria, :elton_mammal), (:pantheria, :elton_mammal), (:pantheria, :elton_mammal), (:pantheria, :elton_mammal), (:elton_mammal, :pantheria), (:pantheria, :elton_mammal), (:pantheria, :elton_mammal), (:elton_mammal, :pantheria), (:pantheria, :elton_mammal), (:pantheria, :elton_mammal), (:pantheria, :elton_mammal), (:pantheria, :elton_mammal), (:pantheria, :elton_mammal), (:pantheria, :elton_mammal), (:elton_mammal, :pantheria), (:elton_mammal, :pantheria))",,57.93,1905,true,true,-106.581687,21.627684,MEX,Mexico,NA,Isla Maria Madre,gns,-1682550,-106.55,21.583333,2,5.91,insideclosest,Isla Don Boni,143.8,104.94,0.66,0,546,24.4,16.6,2.476,833,109,4085.97,189.93,46.15,303.19,42.52,0,0,3,3,1,3,2,2,1,4,-0.142,0.046,-0.406,-0.004,-0.126,0.076,-0.119,-0.08,-0.192,-0.045,-0.216,0.444,0.035,-0.176,0.003,-0.144,0.144,0.05,-0.043,0.269,-0.081,0.106,-0.206,0.185,0.064,-0.105,-0.238
194916284,22724513,Ara tricolor,,,,,Extinct,,2021,2021-01-21 00:00:00 UTC,3.1,English,"This species was known from Cuba, but hunting drove the population Extinct. The last reports of the species date from 1885.","It inhabited forest and open habitat with scattered trees and palms (Wiley and Kirwan 2013), requiring trees with large holes for nesting purposes. It probably fed mainly on hard palm seeds, fruits, shoots and buds (Olson and Suárez 2008, Wiley and Kirwan 2013).<p></p>","Its extinction was caused by hunting for food and felling of nesting trees to capture young birds for pets<strong> </strong>(Forshaw and Cooper 1989, Wiley and Kirwan 2013).  <p></p>",Yes,No,6 Clear justification of specific extinction cause,None remain.,,,West Indies,West Indies,Yes,1492,Cuba,1511,Yes,13567,,Yes,Yes,,"<em>Ara tricolor </em>was endemic to mainland <strong>Cuba</strong>, and probably also the Isle of Pines<strong> </strong>(Walters 1995, Olson and Suárez 2008). There is no evidence for the historical existence of the species, or any other macaw, on Hispaniola (Olson 2005), where it has been erroneously suggested to occur (Wetherbee 1985). The last specimen was collected in 1864<strong> </strong>(Bangs and Zappey 1905), with the last reports in 1885<strong> </strong>(Lack 1976). At least 19 specimens<strong> </strong>(Moreno 1992) and three fossils (Olson and Suárez 2008) of the species exist. <p></p>",,Terrestrial,,Neotropical,1885,1885,false,false,Global,Ara tricolor,Ara tricolor,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Ara,tricolor,,,,,"Bechstein, 1811",,,,Ara tricolor,Ara,,,,922.874375,"((:avonet, :elton_bird), (:avonet, :elton_bird), (:avonet, :elton_bird), (:elton_bird, :avonet), (:avonet, :elton_bird), (:avonet, :elton_bird), (:avonet, :elton_bird), (:avonet, :elton_bird))",,922.874375,1511,true,false,-78.935884,21.617345,CUB,Cuba,West Indies,Cuba,gns,-1619206,-80,21.5,55,110.98,manually,NA,106901.26,422.54,0.423,0,1748,26.5,11.7,4.848,2944,29,1904.24,5598.01,1219.51,4569.1,850.66,0,0,3,2,3,3,2,2,2,2,-0.243,-0.085,0.008,-0.053,-0.049,0.102,-0.207,0.168,-0.352,0.1,-0.567,0.1,-0.504,0.12,-0.034,0.08,0.498,-0.099,-0.145,-0.074,0.037,-0.113,-0.362,0.468,0.283,0.344,-0.274
22206052,2885,Boromys offella,,,,,Extinct,,2016,2016-06-10 00:00:00 UTC,3.1,English,"Listed as Extinct. The species is known from recent fossil deposits which also contain rats, suggesting that it persisted until the modern era and that the extinction followed the arrival of European settlers.",Not known.,"Not known, but the extinction was possibly due to rats.",No,Yes,"2 Extinction cause specied as unknown, or similar.",Extinct.,,,West Indies,West Indies,Yes,1492,Cuba,1511,Yes,13567,272.28,Yes,Yes,,This species was known from Cuba (Turvey 2009).,,Terrestrial,None.,Neotropical,known only from recent fossil deposits,1511,false,false,Global,Boromys offella,Boromys offella,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ECHIMYIDAE,Boromys,offella,,,,,"Miller, 1916",,,,Boromys offella,Boromys,272.28,"(:pantheria, :elton_mammal)",Boromys,272.28,"((:pantheria, :elton_mammal), (:pantheria, :elton_mammal))",,272.28,1511,true,false,-78.935884,21.617345,CUB,Cuba,West Indies,Cuba,gns,-1619206,-80,21.5,55,110.98,manually,NA,106901.26,422.54,0.423,0,1748,26.5,11.7,4.848,2944,29,1904.24,5598.01,1219.51,4569.1,850.66,0,0,3,2,3,3,2,2,2,2,-0.243,-0.085,0.008,-0.053,-0.049,0.102,-0.207,0.168,-0.352,0.1,-0.567,0.1,-0.504,0.12,-0.034,0.08,0.498,-0.099,-0.145,-0.074,0.037,-0.113,-0.362,0.468,0.283,0.344,-0.274
22206099,2886,Boromys torrei,,,,,Extinct,,2016,2016-06-10 00:00:00 UTC,3.1,English,"Listed as Extinct. The species is known from recent fossil deposits which also contain rats, suggesting that it persisted until the modern era and that the extinction followed the arrival of European settlers.",Not known.,"Unknown, but the extinction probably followed the introduction of rats.",No,Yes,"2 Extinction cause specied as unknown, or similar.",Extinct.,,,West Indies,West Indies,Yes,1492,Cuba,1511,Yes,13567,272.28,Yes,Yes,,This species was known from Cuba (Turvey 2009).,,Terrestrial,None,Neotropical,known only from recent fossil deposits,1511,false,false,Global,Boromys torrei,Boromys torrei,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ECHIMYIDAE,Boromys,torrei,,,,,"Allen, 1917",,,,Boromys torrei,Boromys,272.28,"(:pantheria, :elton_mammal)",Boromys,272.28,"((:pantheria, :elton_mammal), (:pantheria, :elton_mammal))",,272.28,1511,true,false,-78.935884,21.617345,CUB,Cuba,West Indies,Cuba,gns,-1619206,-80,21.5,55,110.98,manually,NA,106901.26,422.54,0.423,0,1748,26.5,11.7,4.848,2944,29,1904.24,5598.01,1219.51,4569.1,850.66,0,0,3,2,3,3,2,2,2,2,-0.243,-0.085,0.008,-0.053,-0.049,0.102,-0.207,0.168,-0.352,0.1,-0.567,0.1,-0.504,0.12,-0.034,0.08,0.498,-0.099,-0.145,-0.074,0.037,-0.113,-0.362,0.468,0.283,0.344,-0.274
22186798,9004,Geocapromys columbianus,,,,,Extinct,,2018,2018-01-26 00:00:00 UTC,3.1,English,"This species is listed as Extinct. It is known from recent fossil deposits which also contain rats, suggesting that it persisted until the modern era and that the extinction followed the arrival of European settlers.","Habitats and ecology for this species are unknown, but it was likely a ground dwelling species, by analogy with <em>Capromys</em> species.","The causes of this species becoming Extinct are unknown, but it is possible that this was due to the introduction of rats to Cuba.",No,Yes,"2 Extinction cause specied as unknown, or similar.",This species is now Extinct.,,,West Indies,West Indies,Yes,1492,Cuba,1511,Yes,13567,,Yes,Yes,,This species was known from Cuba.,,Terrestrial,This rodent is now Extinct.,Neotropical,known only from recent fossil deposits,1511,false,false,Global,Geocapromys columbianus,Geocapromys columbianus,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CAPROMYIDAE,Geocapromys,columbianus,,,,,"(J. Fischer, 1829)","According to Woods in Wilson and reeder (1993) <i>columbianus</i> is only know from Holocene fossils from Cuba and may be from the genus <i>Capromys</i>. G. Amori (pers. comm. 2001) advises retaining this species, agreeing with MacPhee and Flemming (1999).",,,Geocapromys columbianus,Geocapromys,,,,1255.1666666666667,"((:pantheria, :elton_mammal), (:pantheria, :elton_mammal), (:elton_mammal, :pantheria))",,1255.1666666666667,1511,true,false,-78.935884,21.617345,CUB,Cuba,West Indies,Cuba,gns,-1619206,-80,21.5,55,110.98,manually,NA,106901.26,422.54,0.423,0,1748,26.5,11.7,4.848,2944,29,1904.24,5598.01,1219.51,4569.1,850.66,0,0,3,2,3,3,2,2,2,2,-0.243,-0.085,0.008,-0.053,-0.049,0.102,-0.207,0.168,-0.352,0.1,-0.567,0.1,-0.504,0.12,-0.034,0.08,0.498,-0.099,-0.145,-0.074,0.037,-0.113,-0.362,0.468,0.283,0.344,-0.274
22281785,136381,Nesophontes major,130.0,Poor estimate: Canine to m2 is roughly 12mm while micrus is 10.5mm,Buckley 2020,,Extinct,,2017,2017-08-23 00:00:00 UTC,3.1,English,This species is listed as Extinct because it is known only from recent fossil deposits.,This was an insectivorous species.,Introduced rats are the most probable reason for the extinction of this species. Fossil deposits of this species have been found with rat fossils.,No,Yes,5 Specific description,This species is known from recent fossil deposits suggesting that they persisted until the modern era and their extinction followed the arrival of European settlers.,,,West Indies,West Indies,Yes,1492,Cuba,1511,Yes,13567,,Yes,Yes,,This species was endemic to Cuba.,,Terrestrial,Conservation actions are not applicable to this species as it is already extinct.,Neotropical,Fossil,1511,false,false,Global,Nesophontes major,Nesophontes major,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,NESOPHONTIDAE,Nesophontes,major,,,,,"Arredondo, 1970",,,,Nesophontes major,Nesophontes,,"(:pantheria,)",Nesophontes,,"((:pantheria,), (:pantheria,), (:pantheria,), (:pantheria,), (:pantheria,), (:pantheria,), (:pantheria,), (:pantheria,), (:pantheria,))",,130.0,1511,true,false,-78.935884,21.617345,CUB,Cuba,West Indies,Cuba,gns,-1619206,-80,21.5,55,110.98,manually,NA,106901.26,422.54,0.423,0,1748,26.5,11.7,4.848,2944,29,1904.24,5598.01,1219.51,4569.1,850.66,0,0,3,2,3,3,2,2,2,2,-0.243,-0.085,0.008,-0.053,-0.049,0.102,-0.207,0.168,-0.352,0.1,-0.567,0.1,-0.504,0.12,-0.034,0.08,0.498,-0.099,-0.145,-0.074,0.037,-0.113,-0.362,0.468,0.283,0.344,-0.274
22281612,14673,Nesophontes micrus,100.0,Poor estimate: Dental mearsurements roughly 2/3 of edithae. 100g is a rough estimate.,"Anthony, 1917",,Extinct,,2017,2017-08-24 00:00:00 UTC,3.1,English,This species is listed as Extinct because it is known only from recent fossil deposits.,This was an insectivorous species.,Introduced rats are the most likely cause of the extinction of this species. Remains of this species have been found together with those of <em>Rattus spp.</em> and <em>Mus spp.</em> which were introduced to the island by European ships. The burning of forests for cultivation purposes is also considered to have pushed these species to extinction.,No,Yes,5 Specific description,"The species is known only from skulls and skeletal material found in owl pellets. Recent carbon dates from fossil material, suggest that they persisted until the modern era and their extinction followed the arrival of European settlers.",,,West Indies,West Indies,Yes,1492,Cuba,1511,Yes,13567,,Yes,Yes,,"This species was endemic to Cuba, including the Isle of Pines.",,Terrestrial,Conservation actions are not applicable to this species as it is already extinct.,Neotropical,Fossil deposits,1511,false,false,Global,Nesophontes micrus,Nesophontes micrus,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,NESOPHONTIDAE,Nesophontes,micrus,,,,,"G.M. Allen, 1917",,,,Nesophontes micrus,Nesophontes,,"(:pantheria,)",Nesophontes,,"((:pantheria,), (:pantheria,), (:pantheria,), (:pantheria,), (:pantheria,), (:pantheria,), (:pantheria,), (:pantheria,), (:pantheria,))",,100.0,1511,true,false,-78.935884,21.617345,CUB,Cuba,West Indies,Cuba,gns,-1619206,-80,21.5,55,110.98,manually,NA,106901.26,422.54,0.423,0,1748,26.5,11.7,4.848,2944,29,1904.24,5598.01,1219.51,4569.1,850.66,0,0,3,2,3,3,2,2,2,2,-0.243,-0.085,0.008,-0.053,-0.049,0.102,-0.207,0.168,-0.352,0.1,-0.567,0.1,-0.504,0.12,-0.034,0.08,0.498,-0.099,-0.145,-0.074,0.037,-0.113,-0.362,0.468,0.283,0.344,-0.274
208118758,62184893,Aegolius gradyi,,,,,Extinct,,2022,2021-09-22 00:00:00 UTC,3.1,English,This species was described from fossil records and likely accounts for observations of owls on Bermuda in the early 17th century. It is long Extinct.,"Nothing is known, although it presumably inhabited native forest.","<p>The cause of extinction is unknown, but may have been driven by the decline of native cedar and palmetto trees following human colonisation, along with the arrival of alien predators and competitors (Olson 2012).<br/></p>",Yes,Yes,"2 Extinction cause specied as unknown, or similar.",No extant population remains.,,,Bermuda,Bermuda,No,1612,Bermuda,,No,20203,,Yes,Yes,,"<em>Aegolius gradyi</em> is known only from <strong>Bermuda</strong>. It was described from fossil remains by Olson (2012) who, in  reviewing accounts dating from the early 1600s, considers it likely to  have persisted into the historic period.",,Terrestrial,,Nearctic,1600s,1605,false,false,Global,Aegolius gradyi,Aegolius gradyi,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Aegolius,gradyi,,,,,"Olson, 2012",<em>Aegolius gradyi</em> (del Hoyo and Collar 2014) was newly described from fossil remains by Olson (2012).,,,Aegolius gradyi,Aegolius,,,,109.47125,"((:elton_bird, :avonet), (:elton_bird, :avonet), (:avonet, :elton_bird), (:avonet, :elton_bird))",,109.47125,1612,true,true,-64.782251,32.29783,BMU,Bermuda,Bermuda,Main Island,gns,-1393938,-64.759444,32.302222,31,2.2,manually,NA,53.74,1065.11,0.335,0,44,21.6,15.4,5.482,1490,12,1865.69,234.29,44.47,136.14,12.01,0,0,3,3,3,3,2,2,2,4,-0.208,-0.197,-0.017,0.003,-0.25,-0.012,-0.091,0.187,-0.232,0.21,-0.057,0.038,-0.135,-0.127,0.204,0.079,0.135,-0.173,-0.062,-0.116,-0.148,-0.115,-0.262,0.012,0.0,0.124,-0.162
